,vn_kv,load_p_mw,max_gen_p_mw,min_gen_p_mw,price_1,price_2,x_pos,y_pos
1421,225.0,101.3,,,,,21.0564811424,-20.8750670496
1422,63.0,12.3,,,,,23.7235182691,2.7555606647
1423,45.0,1.6,,,,,37.7097480362,-13.0157135676
1424,380.0,0.7,,,,,26.5078021777,-13.842220115
1425,225.0,32.8,,,,,23.9092144664,-22.140802607
1426,225.0,32.8,,,,,23.4338737705,-22.1871716149
1427,225.0,30.3,,,,,24.315578644,-22.065761236
1428,380.0,,,,,,25.4242218823,-13.7454000477
1429,225.0,30.5,,,,,26.9617454171,-6.4113924014
1430,63.0,25.7,,,,,24.7025846504,-2.3482712753
1431,63.0,1.8,,,,,16.7400430699,-6.1852084729
1432,225.0,,,,,,29.1786255868,-3.9154708532
1433,63.0,,,,,,22.0083018545,0.9566413408
1434,225.0,90.0,,,,,18.256062204,-10.0793281327
1435,225.0,,,,,,35.4161203236,-9.3946939894
1436,150.0,,500.0,8.4,14.245444763632229,0.3792302453727597,17.5570135133,-0.591551261
1437,225.0,11.7,,,,,13.293329466,-14.8454469476
1438,225.0,75.7,,,,,26.3288034,-15.1151062939
1439,225.0,57.1,,,,,24.1188667386,-20.8497884789
1440,225.0,91.0,,,,,24.4659468541,-18.2021309647
1441,225.0,,,,,,34.0556546016,-18.1848663056
1442,20.0,,500.0,7.22,16.62804842833816,0.1043199399848647,36.3537737907,-19.6822069321
1443,225.0,,,,,,35.0593908239,-19.1002717267
1444,225.0,,,,,,35.4224722225,-18.4471584891
1445,63.0,1.0,,,,,33.9772536887,-8.5822232851
1446,225.0,33.7,,,,,29.2258743188,-7.7338926935
1447,225.0,,,,,,33.1326520854,-17.6486172758
1448,63.0,0.5,,,,,35.0266987214,-4.9180395176
1449,225.0,59.9,,,,,20.1408130947,-7.0812528103
1450,63.0,,500.0,2.6,11.897759256163228,0.1875822424867174,32.586262131,9.5277530278
1451,225.0,6.8,,,,,19.0777771557,-3.9276419941
1452,225.0,170.4,,,,,32.9135668716,-14.3062469895
1453,63.0,27.9,,,,,21.2013308766,-1.8868598315
1454,63.0,,,,,,27.1300139146,-3.3332943337
1455,380.0,29.9,,,,,20.0793888677,-17.6226407816
1456,380.0,44.0,,,,,19.9441805918,-17.3551171042
1457,380.0,0.0,,,,,19.9998331724,-17.5909966536
1458,380.0,25.3,,,,,19.9287157796,-17.4348180495
1459,63.0,0.2,,,,,29.2290527002,-0.9431786487
1460,63.0,,,,,,29.4637928567,-1.7395149241
1461,225.0,,,,,,28.506038236,-2.2344343935
1462,225.0,11.0,,,,,13.4501509018,-12.2759051627
1463,225.0,0.4,,,,,13.348858563,-11.7826260955
1464,63.0,15.0,,,,,33.5370913878,-7.0540382751
1465,63.0,28.5,,,,,32.7412125764,-7.127929633
1466,225.0,,,,,,31.5807083598,-7.243220937
1467,225.0,42.2,,,,,20.4451624963,-23.7596027946
1468,63.0,2.0,,,,,31.2371832296,-1.4818131506
1469,225.0,103.10000000000001,,,,,32.6599511557,-12.8365229676
1470,63.0,7.3,,,,,20.3349700809,-0.4736583324
1471,225.0,57.9,,,,,20.6813372915,-17.6386432717
1472,225.0,5.5,,,,,21.4930166524,-14.4787327561
1473,63.0,17.6,,,,,34.0853921232,-12.9564835164
1474,63.0,1.0,,,,,36.2870416914,3.7542607938
1475,63.0,26.9,,,,,19.0178003531,-3.2958229052
1476,225.0,,,,,,20.4256811638,-4.8375983244
1477,225.0,0.0,,,,,31.2036112455,-16.981966656
1478,380.0,,,,,,23.9834536463,-14.6224404619
1479,380.0,103.0,,,,,20.6655494756,-18.129836988
1480,380.0,,,,,,19.8555089474,-19.3045157837
1481,380.0,,,,,,19.9908538069,-19.3200619987
1482,63.0,4.1,,,,,26.8182811145,1.4004570837
1483,63.0,,,,,,34.2183237017,-5.4115533203
1484,225.0,62.6,,,,,27.0039272281,-19.9913702892
1485,45.0,0.1,,,,,39.5210208395,-12.430057684
1486,225.0,31.0,,,,,31.7007612607,-7.5531218891
1487,225.0,,,,,,15.6110991879,-20.8989115771
1488,225.0,19.9,,,,,22.5168984668,-16.787902813
1489,225.0,36.7,,,,,24.2296987421,-21.5236659754
1490,63.0,28.7,,,,,29.2049341331,0.3708386497
1491,225.0,193.3,,,,,15.7089998314,-7.1706546255
1492,63.0,22.2,,,,,36.2821806289,0.6358606786
1493,225.0,60.6,,,,,22.9305116362,-5.1973308443
1494,63.0,,500.0,4.8,17.22478651112437,0.1104196045328772,16.4713513006,-3.5766754124
1495,63.0,23.7,,,,,18.6963475387,-1.6647279297
1496,225.0,6.7,,,,,24.8502601675,-4.8258441461
1497,63.0,0.4,,,,,18.6182058163,-4.554237665
1498,63.0,12.3,,,,,24.6592908055,-2.7523701855
1499,380.0,,,,,,17.9124057613,-11.1422477252
1500,63.0,4.7,,,,,36.7422766518,2.0560708113
1501,63.0,,500.0,1.5,12.536609729022707,0.2134430658080484,18.2160759909,1.6810656834
1502,63.0,19.6,,,,,24.306457229,-1.2383247528
1503,63.0,21.7,500.0,4.62,19.62674138524461,0.147675586901412,32.8489551537,-3.4025104172
1504,225.0,,,,,,23.7764102475,-20.4690732322
1505,63.0,3.3,,,,,19.3830841066,-1.5899672021
1506,63.0,25.6,,,,,26.919084494,-1.3619935781
1507,380.0,84.2,,,,,21.1025650505,-9.7457764737
1508,225.0,33.4,,,,,18.6114970696,-15.7010061211
1509,150.0,20.2,,,,,36.4215867125,-18.2370793281
1510,63.0,21.7,,,,,31.2639488472,-3.3740597519
1511,225.0,,,,,,25.950624867,-2.621457003
1512,380.0,,,,,,25.3138875841,-2.0289849642
1513,380.0,,,,,,19.3258071233,-14.8848806139
1514,380.0,,,,,,19.4142453593,-14.9867237787
1515,380.0,,,,,,19.2051906485,-14.6826802054
1516,380.0,,,,,,19.224336754,-14.8224741909
1517,225.0,155.0,,,,,17.1891748991,-16.610473528
1518,63.0,0.3,,,,,32.7199652262,-0.9651241831
1519,150.0,,500.0,-8.0,11.326612458193376,0.2120887569151333,14.5405510374,2.1503710746
1520,225.0,,,,,,20.5725108431,-4.9622244749
1521,63.0,,,,,,30.618851059,1.1079122087
1522,225.0,5.2,500.0,7.0,18.067966973677212,0.3348168965162202,16.47765922,-3.3502850696
1523,225.0,,,,,,13.9281434958,-2.2009620291
1524,63.0,14.0,,,,,21.0090005313,-4.5492905695
1525,225.0,,,,,,21.8641403162,-5.8486474863
1526,63.0,27.9,,,,,18.245110247,-7.6477264618
1527,380.0,145.5,,,,,18.6362909759,-10.1320246032
1528,380.0,143.6,,,,,18.6541586245,-10.2336761256
1529,225.0,65.7,,,,,25.6731337539,-14.0810756315
1530,225.0,98.2,,,,,31.2316405273,-13.0574748173
1531,225.0,40.2,,,,,22.0085293735,-18.8537473463
1532,380.0,,,,,,26.6396611464,-5.5811081874
1533,63.0,15.2,,,,,29.5919412339,-2.7048469001
1534,225.0,,,,,,29.2458559034,-1.4595383564
1535,225.0,,,,,,29.284571402,-1.6117072424
1536,225.0,4.1,,,,,26.7415756203,-4.8459954361
1537,225.0,19.4,,,,,26.3341078812,-23.1901492804
1538,225.0,,,,,,30.0777902739,-8.3014847487
1539,225.0,29.1,,,,,35.7089555725,-15.0759536187
1540,63.0,,500.0,2.56,13.54995450392494,0.1112929661653896,30.5806915805,-10.7862044303
1541,225.0,147.3,,,,,12.4421589782,-10.4585743374
1542,63.0,1.3,,,,,21.6323105987,3.9624828452
1543,63.0,22.2,,,,,33.3680361684,-0.2338669879
1544,225.0,122.60000000000001,,,,,17.0978805154,-17.7285469987
1545,225.0,70.3,,,,,33.7490584292,-15.0600602048
1546,225.0,26.9,,,,,13.9594020676,-22.5901596403
1547,225.0,27.0,,,,,15.5674355645,-23.8506664454
1548,225.0,83.8,,,,,15.377735435,-22.4503522134
1549,63.0,19.6,,,,,21.2422615071,-2.9287244528
1550,225.0,44.3,,,,,29.4411338056,-13.6279382122
1551,225.0,43.8,,,,,21.7020935503,-20.6167732543
1552,225.0,21.1,,,,,34.0099774103,-9.5655646839
1553,380.0,,,,,,35.4573340637,-10.7038837115
1554,380.0,,,,,,32.2995554207,-9.8947878913
1555,63.0,35.5,,,,,26.9867889566,1.6555211041
1556,150.0,,,,,,35.3073002664,-14.3589864485
1557,225.0,,,,,,16.7560895309,-15.2241586888
1558,63.0,,,,,,20.5865537702,-3.0705285438
1559,225.0,,,,,,21.5414775846,-4.8471627423
1560,63.0,16.7,,,,,27.3587145279,0.9398523481
1561,225.0,,,,,,26.7237996447,-0.4572624106
1562,150.0,,500.0,7.8,10.846383048006228,0.1124246379691608,12.5522883608,1.8750383091
1563,225.0,7.2,,,,,19.5444602036,-9.0353081831
1564,225.0,62.9,,,,,8.7785030808,-11.425587775
1565,63.0,,500.0,10.0,17.3116877570882,0.3508044924949548,30.8331778433,-7.2296265107
1566,380.0,,,,,,26.5484275725,-8.4484156451
1567,225.0,,,,,,33.2233541456,-7.53012439
1568,225.0,36.2,,,,,30.1383926691,-6.6180168269
1569,63.0,16.3,,,,,33.0053148934,-6.2027936473
1570,20.0,,,,,,22.6852020905,-16.8892010876
1571,20.0,,,,,,20.017266607,-18.9065674901
1572,225.0,,,,,,22.9403265466,-16.4393442246
1573,225.0,,,,,,21.0619634122,-16.3384844929
1574,225.0,,,,,,22.4083288084,-17.7891139222
1575,380.0,,,,,,22.6535910997,-15.5866261375
1576,380.0,,,,,,21.4736693845,-16.6187582349
1577,63.0,,,,,,35.0583260672,0.3148188086
1578,225.0,,,,,,33.6387206839,-0.0120850473
1579,63.0,15.4,,,,,18.2090903295,-1.7711119606
1580,225.0,,,,,,12.3658148302,-12.6968575291
1581,380.0,,,,,,14.0080531681,-12.7396381488
1582,63.0,,,,,,37.8126208626,-5.8048214855
1583,63.0,11.9,,,,,34.7923633181,3.5002265272
1584,63.0,12.6,,,,,34.5278110255,3.7785046472
1585,225.0,146.9,,,,,17.3042145212,-18.400361044
1586,225.0,,,,,,20.2069093636,-19.3154375263
1587,63.0,37.4,,,,,27.7824979309,-0.4117036233
1588,63.0,,500.0,0.0,19.96600854553408,0.3458517585041852,23.2009389869,-1.8964067772
1589,225.0,32.0,,,,,25.1282374788,-24.182560709
1590,63.0,6.3,,,,,15.733239528,-6.1596435819
1591,63.0,28.4,,,,,26.9555176983,-3.9682262511
1592,225.0,,,,,,26.758614612,-4.3350209613
1593,225.0,77.3,,,,,30.7451966859,-20.6458950913
1594,63.0,6.0,,,,,24.533005137,4.5356738009
1595,63.0,1.1,,,,,35.3224273103,-6.1604683048
1596,63.0,13.1,,,,,35.2256093498,-5.6699850183
1597,225.0,23.8,,,,,31.2114957635,-17.3156129206
1598,225.0,218.20000000000002,,,,,12.0956102279,-10.2598837586
1599,63.0,0.4,500.0,2.4,10.095927707833992,0.2202710320500443,36.1661061738,-3.2501442711
1600,63.0,8.0,,,,,23.6719372334,-6.3530389329
1601,225.0,50.6,,,,,27.3873499787,-20.1995143436
1602,63.0,14.4,,,,,31.3434646536,-11.3176718233
1603,225.0,105.9,,,,,16.4616288967,-19.3933365845
1604,225.0,242.70000000000002,,,,,20.1138014213,-4.700301806
1605,63.0,9.5,,,,,33.9905319472,-8.0198922087
1606,225.0,27.9,,,,,22.0928332668,-2.9353493345
1607,63.0,12.9,500.0,0.0,12.375733875405288,0.2429694615397071,33.1834908614,4.3503121738
1608,63.0,,500.0,0.0,14.619247817133454,0.3238384223844189,20.8958747358,-0.1784563872
1609,225.0,10.0,,,,,31.7969874688,-14.5768851032
1610,63.0,,,,,,35.5590847815,-7.4818102206
1611,225.0,4.9,,,,,29.5204430811,-24.2554601211
1612,225.0,12.3,,,,,34.2392913705,-14.6390717107
1613,63.0,5.8,,,,,33.6370240323,-11.2010966943
1614,225.0,,,,,,30.9985288193,-0.68366969
1615,225.0,,,,,,14.7057358291,-12.1299275974
1616,380.0,,,,,,16.5270344959,-11.8368946143
1617,225.0,51.9,,,,,21.4729979011,-23.1598825588
1618,63.0,10.1,,,,,22.5953130406,-4.1928422901
1619,225.0,55.3,,,,,23.4577258181,-5.7643466679
1620,63.0,,,,,,30.2013400044,-2.25881928
1621,225.0,69.10000000000001,,,,,28.5780127552,-2.914215084
1622,225.0,,,,,,9.2873321371,-13.9886884127
1623,225.0,,,,,,9.3682467517,-14.2814093526
1624,225.0,,,,,,9.5022514345,-14.6269131871
1625,45.0,,,,,,37.0335131835,-11.5890084682
1626,150.0,,,,,,35.4590865123,-11.3464530066
1627,225.0,0.5,,,,,35.058644957,-11.1092554277
1628,225.0,98.0,,,,,13.0688009109,-18.8794526586
1629,225.0,184.1,,,,,10.5055588568,-13.9621958594
1630,225.0,,,,,,12.2433924247,-14.795423799
1631,63.0,27.1,,,,,27.2666366405,-0.3488613011
1632,225.0,,,,,,26.3566960762,-1.6609512842
1633,225.0,81.3,,,,,16.0411371404,-19.4433587469
1634,63.0,6.1,,,,,17.538868364,-3.1234983519
1635,225.0,,,,,,26.540356275,-3.9032991634
1636,380.0,,,,,,26.2098773551,-5.3155097088
1637,63.0,,,,,,26.1795417752,-1.2547527197
1638,225.0,14.3,,,,,13.8978274181,-9.4357125081
1639,225.0,9.6,,,,,27.9916765501,-15.5833391625
1640,225.0,129.2,,,,,29.3537195117,-18.2295569309
1641,225.0,2.1,,,,,25.5126112739,1.2482433349
1642,225.0,,,,,,28.8538948165,-17.4594809416
1643,380.0,152.4,,,,,20.9726357047,-16.5507675846
1644,63.0,33.9,,,,,25.1862261134,1.4552971831
1645,63.0,22.7,,,,,27.808738573,1.3410298596
1646,63.0,52.3,,,,,25.9095403129,1.5468613922
1647,225.0,,,,,,26.3059926236,-0.3671947243
1648,225.0,,,,,,27.0160243487,-0.4015347427
1649,225.0,,,,,,25.7365419454,-0.3924007702
1650,225.0,,,,,,22.1218573921,-14.6673367972
1651,380.0,,,,,,24.2904901206,-13.0794989723
1652,225.0,,,,,,26.5680270223,-6.5698482374
1653,225.0,,,,,,26.4476840222,-6.6508860033
1654,20.0,,,,,,8.7677744728,-12.9267939824
1655,20.0,,,,,,8.6937255174,-12.5006223231
1656,20.0,13.3,,,,,8.6644593646,-12.2698067339
1657,225.0,,,,,,9.9733800164,-12.4633791442
1658,225.0,,,,,,9.9831383401,-12.7817120647
1659,63.0,18.7,,,,,31.4124943754,-1.1918049659
1660,63.0,9.2,,,,,19.0908893744,-3.4407528833
1661,63.0,0.5,,,,,34.7171949752,-4.7696729531
1662,63.0,21.0,,,,,20.4234224234,-5.7495354513
1663,225.0,,,,,,23.8804906099,-18.8315114246
1664,225.0,18.7,,,,,23.4040901946,-18.8050360694
1665,380.0,,,,,,27.5691971362,-18.4495813491
1666,380.0,,,,,,27.3951230617,-18.3558337904
1667,380.0,,,,,,27.7116971504,-18.2828836777
1668,380.0,,,,,,27.2079959009,-18.4131576458
1669,225.0,,,,,,30.9976168241,-15.2876657926
1670,380.0,,,,,,27.4194097788,-13.6618844935
1671,225.0,11.0,,,,,31.3352673256,-18.3589089752
1672,225.0,,,,,,33.0338397427,-21.0656614124
1673,20.0,,500.0,7.56,17.652588379282804,0.2630235852852443,35.2391290439,-22.4690992925
1674,20.0,,500.0,7.56,19.72503314320876,0.149401468810087,34.3604557093,-23.2626030374
1675,20.0,,500.0,7.56,19.159469980362616,0.4923138785624539,34.8548395682,-22.8352587422
1676,225.0,,,,,,34.0703182596,-21.8703071725
1677,225.0,,,,,,33.7186641627,-22.1823424338
1678,225.0,,,,,,34.3581612204,-21.5777306677
1679,225.0,25.2,,,,,14.8937987614,-17.1898211423
1680,225.0,32.3,,,,,24.023551298,-15.9384052535
1681,225.0,16.9,,,,,23.2542731031,-15.7464557391
1682,225.0,17.7,,,,,32.6001838222,-18.2469105834
1683,225.0,,,,,,24.581145582,0.0984414144
1684,63.0,21.1,,,,,31.8793810367,-11.2271944413
1685,63.0,33.4,,,,,24.2707701882,-10.2638953915
1686,225.0,,,,,,23.4818483325,-10.0617544807
1687,63.0,,500.0,2.6,15.87446781049689,0.4692125215670339,38.2301304305,-6.2542605549
1688,225.0,85.4,,,,,33.6361770834,2.8079152341
1689,63.0,12.1,,,,,32.2606560054,-6.8469274394
1690,225.0,53.2,,,,,19.2277761451,-3.427435834
1691,63.0,19.6,,,,,25.3378369662,-8.1234335794
1692,63.0,5.1,,,,,25.2940612582,-7.7427041768
1693,225.0,26.8,,,,,25.6638388044,-7.8700585023
1694,63.0,24.7,,,,,25.0430612725,-10.641069854
1695,225.0,30.6,,,,,14.9609095369,-13.5402973811
1696,225.0,22.3,,,,,14.9894142774,-13.9967916055
1697,225.0,27.9,,,,,24.9182927851,-0.4461230665
1698,63.0,25.7,,,,,33.8845146907,-11.2602693479
1699,63.0,2.0,,,,,32.746546788,-11.4335290358
1700,63.0,18.7,,,,,29.8578072258,2.169152019
1701,225.0,2.5,,,,,14.8634365392,-19.8782244174
1702,63.0,,,,,,26.7805482887,-0.2598582408
1703,225.0,,,,,,26.3470519098,-1.8340726017
1704,225.0,,,,,,32.1776399934,-14.5771724415
1705,20.0,,,,,,20.7375062939,-19.5880221891
1706,225.0,34.6,,,,,23.1489570586,-18.975539391
1707,225.0,62.4,,,,,22.0562815801,-16.6868691535
1708,63.0,0.4,,,,,26.7750273501,2.9997669364
1709,225.0,7.5,,,,,28.4790948131,-13.1698690886
1710,225.0,123.0,,,,,11.1868113944,-12.8542773076
1711,63.0,1.7,,,,,36.3843619588,-9.0579848265
1712,225.0,,,,,,18.2193384506,-16.759787049
1713,225.0,,,,,,18.189664738,-17.3070965176
1714,380.0,,,,,,19.1273152825,-16.4228614277
1715,225.0,,,,,,24.2691469775,-3.3192239157
1716,150.0,1.0,,,,,30.1002257615,0.2356634396
1717,225.0,12.1,,,,,31.3962868833,1.3032726477
1718,63.0,5.4,,,,,23.647916779,-0.7985511681
1719,63.0,44.7,,,,,30.7475451151,-0.5112148573
1720,225.0,114.7,,,,,23.645431137,-13.4202201471
1721,225.0,19.5,,,,,24.6606249602,-24.1839329117
1722,225.0,26.7,,,,,25.388605213,-24.135724002
1723,225.0,52.8,,,,,24.9746896538,-22.2191315417
1724,225.0,43.6,,,,,22.9212933621,-23.4489675219
1725,63.0,,500.0,1.4,14.4437532809698,0.438481685254441,31.5332311989,7.569944273
1726,150.0,,,,,,31.5684531533,6.3488540922
1727,63.0,,,,,,26.7466038011,-1.7307101377
1728,225.0,,,,,,26.7029022362,-2.8329650444
1729,225.0,33.9,,,,,16.7297170433,-23.026127496
1730,225.0,47.8,,,,,16.2573446364,-22.7245859948
1731,20.0,,,,,,21.4213035754,-8.4429453794
1732,63.0,2.7,,,,,19.9068386996,-7.3742994895
1733,225.0,,,,,,20.6372815269,-7.5460587736
1734,380.0,,,,,,22.2603084851,-8.6293930846
1735,63.0,2.1,,,,,20.6602316188,-0.5873413113
1736,63.0,0.0,,,,,33.0697392117,-7.7796916208
1737,225.0,,,,,,22.1674077866,-9.3798531192
1738,380.0,,,,,,23.0565155042,-10.0237357087
1739,225.0,8.0,,,,,22.5042327357,-23.3652732615
1740,225.0,20.4,,,,,14.9295156751,-14.4455485586
1741,225.0,60.5,,,,,25.1033287069,-18.2371589948
1742,225.0,21.3,,,,,27.8002523362,-22.8780639499
1743,225.0,13.9,,,,,11.9682914693,-15.7646933384
1744,225.0,16.7,,,,,13.6162210879,-15.7005935836
1745,225.0,,,,,,16.6406870928,-14.6176125629
1746,225.0,,,,,,16.5548868216,-14.4410377503
1747,225.0,75.10000000000001,,,,,29.6129069439,-8.1980580997
1748,20.0,,500.0,1.0,14.41075940143165,0.1080865351327502,32.6506551674,-5.69920831
1749,20.0,,500.0,1.0,16.939913714090785,0.136936383949536,35.2378389633,-5.9492146104
1750,63.0,,,,,,33.398037045,-6.4594377136
1751,225.0,,,,,,31.2632405896,-6.2788400736
1752,63.0,12.8,,,,,26.0746603563,-0.8337022233
1753,225.0,,,,,,29.773331044,-15.7327366103
1754,225.0,71.7,,,,,16.9452977768,-19.6934550229
1755,63.0,38.8,,,,,33.6794380379,-6.0536831911
1756,63.0,20.4,,,,,19.0847986653,-4.3248176403
1757,63.0,10.3,500.0,1.6,17.26640973709591,0.1384018321443761,21.3181824194,-2.1821140671
1758,63.0,21.4,,,,,29.0631422425,2.708704849
1759,63.0,6.0,,,,,19.9656974703,1.3526954727
1760,225.0,,,,,,32.05426532,-3.3511617483
1761,63.0,1.4,,,,,23.043104542,-4.4488544281
1762,63.0,,,,,,21.9919597004,-1.4678099296
1763,225.0,,,,,,26.9361188185,-2.5516015444
1764,63.0,1.9,,,,,17.7877527159,-0.2758842017
1765,225.0,45.7,,,,,16.0964330866,-18.9312628138
1766,63.0,8.6,,,,,21.6865754093,-2.7732903898
1767,225.0,128.6,,,,,16.3815236197,-7.6728461742
1768,63.0,,,,,,22.0491788266,-4.7968933371
1769,225.0,,,,,,22.8667372011,-6.3502207778
1770,63.0,31.1,,,,,18.1444942687,-8.2942039785
1771,225.0,33.9,,,,,32.281139695,-18.2529948115
1772,225.0,,,,,,18.3123975072,-6.8089802515
1773,225.0,24.4,,,,,25.9766796657,-12.2823084335
1774,63.0,,500.0,2.12,17.347327574681124,0.336927657046901,36.7377056335,-7.2298700022
1775,225.0,79.9,,,,,17.4405414914,-8.0117422921
1776,380.0,,,,,,19.0737947345,-8.2689456066
1777,45.0,,,,,,38.4185230071,-11.1638875535
1778,225.0,,,,,,32.7162217234,-17.9689163066
1779,63.0,,,,,,29.3248234562,-3.0461729398
1780,225.0,69.7,,,,,14.9057499498,-17.4208506897
1781,225.0,18.6,,,,,27.1038913029,-2.483987738
1782,225.0,52.3,,,,,23.5889272368,-6.2529649209
1783,45.0,6.1,,,,,37.3397005718,-9.3589621792
1784,225.0,,,,,,35.765025715,-9.2786193183
1785,20.0,,,,,,21.0865853466,-17.2900755863
1786,225.0,11.3,,,,,22.4252568793,-17.2841036733
1787,225.0,37.3,,,,,22.0196298965,-16.1508298451
1788,380.0,,,,,,22.4298120924,-15.5910963008
1789,63.0,7.4,,,,,32.5537649775,-6.1592545024
1790,225.0,,,,,,33.0513640257,-8.0035345028
1791,63.0,,500.0,5.4,13.842205296299165,0.3523864108447219,21.8040331213,1.1002771144
1792,63.0,8.6,,,,,20.8392544505,0.4474845362
1793,225.0,,,,,,20.693479901,-20.2360400812
1794,63.0,,,,,,14.3067344828,-1.6023921542
1795,225.0,,,,,,30.0526272503,-17.7973974588
1796,380.0,,,,,,28.960232975,-16.540457357
1797,20.0,,,,,,24.3539353332,-20.7732762067
1798,20.0,,,,,,21.3050729894,-20.4547325107
1799,225.0,,,,,,23.1906988587,-17.9117977323
1800,225.0,,,,,,24.3883207126,-14.8964074554
1801,225.0,,,,,,29.9031254299,-8.081392356
1802,63.0,,,,,,31.9937151003,-5.325142822
1803,225.0,17.5,,,,,30.9038527251,-20.6933431202
1804,225.0,52.1,,,,,22.5174292157,-10.35271769
1805,225.0,15.6,,,,,16.609544361,-16.4897931696
1806,63.0,25.5,,,,,27.4491727515,-1.9368507262
1807,225.0,,,,,,27.1043634757,-2.836231815
1808,225.0,14.8,,,,,26.378949931,-24.6213994357
1809,225.0,54.6,,,,,27.0777861386,-24.3795790094
1810,20.0,,,,,,26.1646183348,-12.8493982019
1811,225.0,,,,,,25.0504569208,-12.902101703
1812,380.0,,,,,,25.9245068699,-11.8660041021
1813,225.0,,,,,,32.4356192956,-14.0423288797
1814,63.0,2.2,,,,,36.6921810505,-4.9327358333
1815,63.0,3.6,,,,,19.4299244646,0.9050414415
1816,63.0,23.7,,,,,20.1881768059,-0.6510792123
1817,225.0,29.3,,,,,26.9224549,-21.1241114745
1818,380.0,21.5,,,,,26.1917915324,-15.3676497867
1819,63.0,8.4,,,,,18.0589089921,-2.0968769232
1820,225.0,66.0,,,,,13.127059324,-14.2212059507
1821,63.0,27.4,,,,,27.8335563004,1.5161815008
1822,63.0,24.2,500.0,0.0,19.453959114439144,0.4052877772061982,36.7174063727,-0.104809878
1823,20.0,,,,,,32.600760031,-15.6948443469
1824,225.0,,,,,,31.8997986663,-16.5190351311
1825,380.0,,,,,,29.7653953151,-14.7673626711
1826,380.0,,,,,,30.2700705452,-15.7678686314
1827,63.0,3.9,,,,,29.0296281948,2.5577757961
1828,225.0,14.6,,,,,29.4421682532,-7.1408255836
1829,225.0,137.0,,,,,14.7994066407,-9.4406644812
1830,63.0,11.6,,,,,30.9896729047,-4.4006158705
1831,225.0,,,,,,29.8449888751,-4.9615775324
1832,225.0,114.7,,,,,27.5392371768,-8.0547382726
1833,225.0,,,,,,21.7740569021,-6.9032794674
1834,225.0,,,,,,21.7684647201,-7.2348842411
1835,63.0,22.6,,,,,28.098526198,4.247202556
1836,63.0,20.9,,,,,22.3124359932,-1.4646995553
1837,225.0,53.4,,,,,23.6836582869,-14.8813840665
1838,63.0,27.9,,,,,23.1280906865,1.0966938036
1839,225.0,63.5,,,,,20.0880253549,-22.7160897163
1840,63.0,5.5,,,,,35.5645901775,7.2536106963
1841,225.0,65.8,,,,,12.2144257193,-7.7648823774
1842,150.0,3.9,,,,,13.4049968099,1.0657832626
1843,225.0,5.9,,,,,30.0456463593,-19.4265469083
1844,225.0,138.9,,,,,10.8654568389,-9.9279278722
1845,63.0,15.0,,,,,32.9267307147,-11.1432706293
1846,380.0,,,,,,26.2505453726,-8.515793247
1847,380.0,,,,,,26.3221557966,-8.4472275124
1848,225.0,34.9,,,,,31.511907458,-10.8535303443
1849,225.0,56.7,,,,,28.3464487178,-11.4560975695
1850,63.0,,,,,,16.144555213,-4.2938976359
1851,63.0,3.5,,,,,18.2004373471,-5.0723648
1852,63.0,,,,,,17.7749461258,-5.1240663928
1853,63.0,24.6,,,,,33.9005668156,-12.9640441377
1854,225.0,90.4,,,,,13.424641897,-17.7731834231
1855,225.0,11.2,,,,,15.3456350953,-14.4166861373
1856,63.0,21.1,,,,,31.1395737583,-3.1491842246
1857,225.0,11.5,,,,,29.9708801802,-3.0600044248
1858,63.0,0.1,,,,,32.8575760116,-5.8630962307
1859,225.0,81.0,,,,,30.3768172049,-16.1723007518
1860,380.0,,,,,,28.9174406829,-15.241037967
1861,45.0,5.9,,,,,38.5460315941,-9.7380053792
1862,20.0,16.4,,,,,12.6937627578,-8.1085868336
1863,225.0,,,,,,14.1179635955,-9.3195802179
1864,225.0,67.6,,,,,15.9683120926,-17.7410696871
1865,63.0,,500.0,2.6,17.93669264810034,0.3900736494943254,34.9622847321,-8.1690125364
1866,225.0,23.2,,,,,26.6169926508,-16.0152783453
1867,225.0,11.9,,,,,27.1474310497,-15.8884233995
1868,225.0,59.0,,,,,13.4306592871,-12.0437509836
1869,63.0,16.4,500.0,3.8,12.578146654630888,0.3964831671647815,35.3083181145,-0.3891402033
1870,63.0,,,,,,24.8542851189,1.679533758
1871,63.0,15.7,,,,,25.863217275,-2.0528421824
1872,63.0,11.0,,,,,23.923069812,-2.5712562997
1873,63.0,13.8,,,,,24.0124659026,-2.3462145214
1874,225.0,30.3,,,,,24.527810179,-4.0202864947
1875,63.0,,,,,,26.622098519,1.1657938578
1876,225.0,,,,,,25.9896608002,-0.3979213486
1877,63.0,,,,,,22.3521566441,-1.1415071732
1878,225.0,,,,,,23.3917177764,-3.1356141724
1879,63.0,27.9,,,,,33.319273134,-5.3777879936
1880,63.0,0.0,,,,,24.1308894649,-3.5675697582
1881,225.0,,,,,,31.3853774539,-8.681737206
1882,63.0,,,,,,33.6008438246,-9.2365804585
1883,63.0,,,,,,33.3729544412,-8.6921360646
1884,63.0,11.7,,,,,31.5018209731,-11.0916211872
1885,63.0,,,,,,23.9510705052,1.4388861716
1886,63.0,,,,,,25.1752653895,-0.2941019502
1887,63.0,14.8,,,,,26.0245582945,4.6684568594
